individualID,daylength_1,daylength_2,daylength_3,daylength_4,daylength_5,daylength_6,daylength_7,daylength_8,daylength_9,daylength_10,daylength_11,daylength_12,prec_1,prec_2,prec_3,prec_4,prec_5,prec_6,prec_7,prec_8,prec_9,prec_10,prec_11,prec_12,rad_1,rad_2,rad_3,rad_4,rad_5,rad_6,rad_7,rad_8,rad_9,rad_10,rad_11,rad_12,snow_melt_1,snow_melt_2,snow_melt_3,snow_melt_4,snow_melt_5,snow_melt_6,snow_melt_7,snow_melt_8,snow_melt_9,snow_melt_10,snow_melt_11,snow_melt_12,tmax_1,tmax_2,tmax_3,tmax_4,tmax_5,tmax_6,tmax_7,tmax_8,tmax_9,tmax_10,tmax_11,tmax_12,tmin_1,tmin_2,tmin_3,tmin_4,tmin_5,tmin_6,tmin_7,tmin_8,tmin_9,tmin_10,tmin_11,tmin_12,vp_1,vp_2,vp_3,vp_4,vp_5,vp_6,vp_7,vp_8,vp_9,vp_10,vp_11,vp_12
NEON.PLA.D01.HARV.01053,33400.56804435484,37176.68568638393,42129.754788306454,47462.4,51929.18699596774,54143.999739583334,53133.21295362903,49197.8324092742,44064,38818.68384576613,34352.639973958336,32241.13615171371,2.9631336405529956,3.074829931972789,3.0844854070660523,2.9761904761904763,3.0937019969278032,4.241269841269841,3.522273425499232,3.6897081413210446,3.957142857142857,4.168970814132105,2.765079365079365,3.291858678955453,206.88909385317848,291.06938740996276,373.33333401306436,426.6514278109112,397.0064522410684,378.78349179464675,381.9846395677136,364.87864802253597,327.13142849755667,253.53241180091777,188.32761903793093,166.43932401126796,37.26574500768049,71.29931972789116,81.38863287250383,48.20952380952381,7.109062980030722,0,0,0,0,0,0.27936507936507937,10.629800307219663,0.5514592933947773,2.4583333333333335,6.993087557603687,14.473809523809523,20.680491551459294,24.85952380952381,28.019969278033795,27.215821812596005,23.524603174603175,16.03379416282642,9.820634920634921,3.728110599078341,-10.221198156682027,-9.356292517006803,-4.758064516129032,1.1095238095238096,7.317204301075269,12.444444444444445,15.368663594470046,14.526113671274961,10.46111111111111,3.899385560675883,-1.1666666666666667,-6.143625192012289,315.14592933947773,328.36734693877554,456.65130568356375,679.6190476190476,1045.837173579109,1462.6666666666667,1761.4746543778801,1685.0384024577572,1317.079365079365,850.5069124423964,588.3174603174604,414.3778801843318
NEON.PLA.D01.HARV.01054,33400.56804435484,37176.68568638393,42129.754788306454,47462.4,51929.18699596774,54143.999739583334,53133.21295362903,49197.8324092742,44064,38818.68384576613,34352.639973958336,32241.13615171371,2.9631336405529956,3.074829931972789,3.0844854070660523,2.9761904761904763,3.0937019969278032,4.241269841269841,3.522273425499232,3.6897081413210446,3.957142857142857,4.168970814132105,2.765079365079365,3.291858678955453,206.88909385317848,291.06938740996276,373.33333401306436,426.6514278109112,397.0064522410684,378.78349179464675,381.9846395677136,364.87864802253597,327.13142849755667,253.53241180091777,188.32761903793093,166.43932401126796,37.26574500768049,71.29931972789116,81.38863287250383,48.20952380952381,7.109062980030722,0,0,0,0,0,0.27936507936507937,10.629800307219663,0.5514592933947773,2.4583333333333335,6.993087557603687,14.473809523809523,20.680491551459294,24.85952380952381,28.019969278033795,27.215821812596005,23.524603174603175,16.03379416282642,9.820634920634921,3.728110599078341,-10.221198156682027,-9.356292517006803,-4.758064516129032,1.1095238095238096,7.317204301075269,12.444444444444445,15.368663594470046,14.526113671274961,10.46111111111111,3.899385560675883,-1.1666666666666667,-6.143625192012289,315.14592933947773,328.36734693877554,456.65130568356375,679.6190476190476,1045.837173579109,1462.6666666666667,1761.4746543778801,1685.0384024577572,1317.079365079365,850.5069124423964,588.3174603174604,414.3778801843318
NEON.PLA.D01.HARV.01059,33400.56804435484,37176.68568638393,42129.754788306454,47462.4,51929.18699596774,54143.999739583334,53133.21295362903,49197.8324092742,44064,38818.68384576613,34352.639973958336,32241.13615171371,2.9631336405529956,3.074829931972789,3.0844854070660523,2.9761904761904763,3.0937019969278032,4.241269841269841,3.522273425499232,3.6897081413210446,3.957142857142857,4.168970814132105,2.765079365079365,3.291858678955453,206.88909385317848,291.06938740996276,373.33333401306436,426.6514278109112,397.0064522410684,378.78349179464675,381.9846395677136,364.87864802253597,327.13142849755667,253.53241180091777,188.32761903793093,166.43932401126796,37.26574500768049,71.29931972789116,81.38863287250383,48.20952380952381,7.109062980030722,0,0,0,0,0,0.27936507936507937,10.629800307219663,0.5514592933947773,2.4583333333333335,6.993087557603687,14.473809523809523,20.680491551459294,24.85952380952381,28.019969278033795,27.215821812596005,23.524603174603175,16.03379416282642,9.820634920634921,3.728110599078341,-10.221198156682027,-9.356292517006803,-4.758064516129032,1.1095238095238096,7.317204301075269,12.444444444444445,15.368663594470046,14.526113671274961,10.46111111111111,3.899385560675883,-1.1666666666666667,-6.143625192012289,315.14592933947773,328.36734693877554,456.65130568356375,679.6190476190476,1045.837173579109,1462.6666666666667,1761.4746543778801,1685.0384024577572,1317.079365079365,850.5069124423964,588.3174603174604,414.3778801843318
NEON.PLA.D01.HARV.01135,33434.01323084677,37189.028599330355,42129.754788306454,47450.87994791667,51895.7418094758,54143.999739583334,53110.91633064516,49197.8324092742,44064,38818.68384576613,34364.159895833334,32252.284526209678,3.0368663594470044,3.1343537414965987,3.1551459293394775,3.0650793650793653,3.1459293394777266,4.2634920634920634,3.5560675883256527,3.751152073732719,3.980952380952381,4.190476190476191,2.8206349206349204,3.3287250384024576,212.78279621223885,298.1115647919324,381.2817199519519,432.365713936942,399.3904755880939,380.23111181107777,382.6580647528629,367.4937019055157,331.2660319010417,258.25622094501546,193.0158729492672,171.5956991286505,39.30568356374808,74.40816326530611,86.01536098310292,52.48253968253968,9.419354838709678,0.10158730158730159,0,0,0,0,0.2984126984126984,10.943164362519202,0.49846390168970817,2.348639455782313,6.881720430107527,14.31904761904762,20.519201228878647,24.694444444444443,27.82642089093702,27.019201228878647,23.384126984126983,15.90937019969278,9.753174603174603,3.665130568356375,-10.18509984639017,-9.329931972789115,-4.7949308755760365,1.0753968253968254,7.2734254992319505,12.375396825396825,15.340245775729647,14.478494623655914,10.452380952380953,3.910138248847926,-1.1301587301587301,-6.125192012288786,315.51459293394777,328.9795918367347,456.0983102918587,677.6507936507936,1043.4408602150538,1457.2698412698412,1757.0506912442397,1677.910906298003,1315.4920634920634,850.937019969278,589.968253968254,414.3778801843318
NEON.PLA.D01.HARV.01137,33434.01323084677,37189.028599330355,42129.754788306454,47450.87994791667,51895.7418094758,54143.999739583334,53110.91633064516,49197.8324092742,44064,38818.68384576613,34364.159895833334,32252.284526209678,3.0368663594470044,3.1343537414965987,3.1551459293394775,3.0650793650793653,3.1459293394777266,4.2634920634920634,3.5560675883256527,3.751152073732719,3.980952380952381,4.190476190476191,2.8206349206349204,3.3287250384024576,212.78279621223885,298.1115647919324,381.2817199519519,432.365713936942,399.3904755880939,380.23111181107777,382.6580647528629,367.4937019055157,331.2660319010417,258.25622094501546,193.0158729492672,171.5956991286505,39.30568356374808,74.40816326530611,86.01536098310292,52.48253968253968,9.419354838709678,0.10158730158730159,0,0,0,0,0.2984126984126984,10.943164362519202,0.49846390168970817,2.348639455782313,6.881720430107527,14.31904761904762,20.519201228878647,24.694444444444443,27.82642089093702,27.019201228878647,23.384126984126983,15.90937019969278,9.753174603174603,3.665130568356375,-10.18509984639017,-9.329931972789115,-4.7949308755760365,1.0753968253968254,7.2734254992319505,12.375396825396825,15.340245775729647,14.478494623655914,10.452380952380953,3.910138248847926,-1.1301587301587301,-6.125192012288786,315.51459293394777,328.9795918367347,456.0983102918587,677.6507936507936,1043.4408602150538,1457.2698412698412,1757.0506912442397,1677.910906298003,1315.4920634920634,850.937019969278,589.968253968254,414.3778801843318
NEON.PLA.D01.HARV.01146,33434.01323084677,37189.028599330355,42129.754788306454,47450.87994791667,51895.7418094758,54143.999739583334,53110.91633064516,49197.8324092742,44064,38818.68384576613,34364.159895833334,32252.284526209678,3.0368663594470044,3.1343537414965987,3.1551459293394775,3.0650793650793653,3.1459293394777266,4.2634920634920634,3.5560675883256527,3.751152073732719,3.980952380952381,4.190476190476191,2.8206349206349204,3.3287250384024576,212.78279621223885,298.1115647919324,381.2817199519519,432.365713936942,399.3904755880939,380.23111181107777,382.6580647528629,367.4937019055157,331.2660319010417,258.25622094501546,193.0158729492672,171.5956991286505,39.30568356374808,74.40816326530611,86.01536098310292,52.48253968253968,9.419354838709678,0.10158730158730159,0,0,0,0,0.2984126984126984,10.943164362519202,0.49846390168970817,2.348639455782313,6.881720430107527,14.31904761904762,20.519201228878647,24.694444444444443,27.82642089093702,27.019201228878647,23.384126984126983,15.90937019969278,9.753174603174603,3.665130568356375,-10.18509984639017,-9.329931972789115,-4.7949308755760365,1.0753968253968254,7.2734254992319505,12.375396825396825,15.340245775729647,14.478494623655914,10.452380952380953,3.910138248847926,-1.1301587301587301,-6.125192012288786,315.51459293394777,328.9795918367347,456.0983102918587,677.6507936507936,1043.4408602150538,1457.2698412698412,1757.0506912442397,1677.910906298003,1315.4920634920634,850.937019969278,589.968253968254,414.3778801843318
NEON.PLA.D01.HARV.01163,33400.56804435484,37176.68568638393,42129.754788306454,47462.4,51929.18699596774,54143.999739583334,53133.21295362903,49197.8324092742,44064,38818.68384576613,34352.639973958336,32241.13615171371,3.196620583717358,3.251700680272109,3.2580645161290325,3.1666666666666665,3.2887864823348694,4.401587301587302,3.6697388632872503,3.9201228878648235,4.1079365079365076,4.3701996927803375,2.9238095238095236,3.453149001536098,211.0181260057675,296.56054372203596,384.5898608370311,438.8520631941538,401.5188937209169,382.4965081714449,385.3714288339454,367.8279579619658,330.45333276173426,255.47404017646193,191.20761885264562,169.98832564932593,44.436251920122885,82.89115646258503,97.51152073732719,61.422222222222224,12.786482334869431,0.26666666666666666,0,0,0,0,0.3619047619047619,12.43010752688172,0.1781874039938556,2.0246598639455784,6.526881720430107,13.956349206349206,20.174347158218126,24.347619047619048,27.442396313364057,26.650537634408604,22.995238095238093,15.548387096774194,9.416666666666666,3.334101382488479,-10.439324116743471,-9.570578231292517,-5.092165898617512,0.8031746031746032,7.019969278033794,12.084920634920636,15.042242703533026,14.199692780337942,10.212698412698412,3.7319508448540706,-1.2777777777777777,-6.321812596006144,310.10752688172045,322.6530612244898,446.02150537634407,665.6507936507936,1027.4039938556068,1431.6825396825398,1725.9600614439323,1648.5407066052228,1295.4285714285713,839.63133640553,583.5555555555555,409.0937019969278
NEON.PLA.D01.HARV.01176,33400.56804435484,37176.68568638393,42129.754788306454,47462.4,51929.18699596774,54143.999739583334,53133.21295362903,49197.8324092742,44064,38818.68384576613,34352.639973958336,32241.13615171371,3.196620583717358,3.251700680272109,3.2580645161290325,3.1666666666666665,3.2887864823348694,4.401587301587302,3.6697388632872503,3.9201228878648235,4.1079365079365076,4.3701996927803375,2.9238095238095236,3.453149001536098,211.0181260057675,296.56054372203596,384.5898608370311,438.8520631941538,401.5188937209169,382.4965081714449,385.3714288339454,367.8279579619658,330.45333276173426,255.47404017646193,191.20761885264562,169.98832564932593,44.436251920122885,82.89115646258503,97.51152073732719,61.422222222222224,12.786482334869431,0.26666666666666666,0,0,0,0,0.3619047619047619,12.43010752688172,0.1781874039938556,2.0246598639455784,6.526881720430107,13.956349206349206,20.174347158218126,24.347619047619048,27.442396313364057,26.650537634408604,22.995238095238093,15.548387096774194,9.416666666666666,3.334101382488479,-10.439324116743471,-9.570578231292517,-5.092165898617512,0.8031746031746032,7.019969278033794,12.084920634920636,15.042242703533026,14.199692780337942,10.212698412698412,3.7319508448540706,-1.2777777777777777,-6.321812596006144,310.10752688172045,322.6530612244898,446.02150537634407,665.6507936507936,1027.4039938556068,1431.6825396825398,1725.9600614439323,1648.5407066052228,1295.4285714285713,839.63133640553,583.5555555555555,409.0937019969278
NEON.PLA.D01.HARV.01226,33400.56804435484,37176.68568638393,42129.754788306454,47462.4,51929.18699596774,54143.999739583334,53133.21295362903,49197.8324092742,44064,38818.68384576613,34352.639973958336,32241.13615171371,3.1136712749615976,3.1496598639455784,3.2211981566820276,3.06984126984127,3.17357910906298,4.32063492063492,3.5453149001536097,3.76036866359447,3.966666666666667,4.302611367127496,2.8793650793650793,3.370199692780338,208.4325654107488,292.8707486366739,377.79170518866334,434.26539663890054,400.45222764960084,378.85968250093003,383.6116745651409,365.6897081999185,328.20825424194334,253.67987715080952,188.74412698291596,167.5158219696373,41.996927803379414,77.46938775510205,92.06758832565284,57.765079365079366,11.391705069124423,0.30476190476190473,0,0,0,0,0.30476190476190473,11.907834101382488,0.2672811059907834,2.1139455782312924,6.600614439324117,14.058730158730159,20.274961597542244,24.45952380952381,27.571428571428573,26.78110599078341,23.08730158730159,15.632872503840247,9.494444444444444,3.410138248847926,-10.391705069124423,-9.524659863945578,-5.029953917050691,0.8761904761904762,7.084485407066053,12.162698412698413,15.115975422427036,14.278033794162827,10.256349206349206,3.7665130568356373,-1.2468253968253968,-6.296466973886329,310.96774193548384,323.8095238095238,447.8648233486943,668.6984126984127,1030.5376344086021,1437.5873015873017,1732.9032258064517,1656.3440860215053,1299.111111111111,841.7204301075269,584.6984126984127,409.89247311827955
NEON.PLA.D01.HARV.01397,33400.56804435484,37176.68568638393,42129.754788306454,47462.4,51929.18699596774,54143.999739583334,53133.21295362903,49197.8324092742,44064,38818.68384576613,34352.639973958336,32241.13615171371,3.1490015360983103,3.192176870748299,3.204301075268817,3.1222222222222222,3.2334869431643627,4.406349206349207,3.629800307219662,3.8632872503840248,4.084126984126984,4.3486943164362515,2.8682539682539683,3.41321044546851,211.50476183796076,296.9034012775032,383.4445476619879,436.40888905600895,400.8110600484681,380.50031732226176,384.42764988912415,367.2774193407753,330.04190492175877,255.872196941698,191.34984143575033,170.06205834478095,43.09062980030722,80.63265306122449,94.27342549923195,58.615873015873014,11.557603686635945,0.25396825396825395,0,0,0,0,0.30476190476190473,12.079877112135176,0.24500768049155147,2.110544217687075,6.612903225806452,14.071428571428571,20.304147465437786,24.479365079365078,27.5852534562212,26.808755760368665,23.125396825396827,15.658218125960062,9.486507936507936,3.399385560675883,-10.444700460829493,-9.571428571428571,-5.051459293394777,0.846031746031746,7.074500768049155,12.155555555555555,15.096006144393241,14.25268817204301,10.231746031746033,3.7350230414746544,-1.2841269841269842,-6.325652841781874,310.3533026113671,322.72108843537416,447.31182795698925,667.4920634920635,1030.4761904761904,1437.7777777777778,1732.2273425499232,1654.6236559139784,1297.5238095238096,839.7542242703533,583.047619047619,409.2780337941628
